"HealthTopic","Population","Indicator","Unit","Time","RegionCode","RegionName","NumValue","TxtValue"
"West Nile virus infection","All cases","Reported cases","N","2008-11","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-11","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","BG","Bulgaria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2008-12","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-01","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-02","UK","United Kingdom",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","AT","Austria",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","BE","Belgium",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","CY","Cyprus",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","CZ","Czechia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","EE","Estonia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","EL","Greece",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","ES","Spain",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","EU27_21","EU (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","EU27_UK_21","EU (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","EUEEA30_21","EU/EEA (without UK)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","EUEEAUK_21","EU/EEA (with UK until 2019)",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","FI","Finland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","FR","France",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","HU","Hungary",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","IE","Ireland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","IT","Italy",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","LT","Lithuania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","LU","Luxembourg",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","LV","Latvia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","MT","Malta",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","NL","Netherlands",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","NO","Norway",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","PL","Poland",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","RO","Romania",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","SE","Sweden",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","SI","Slovenia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","SK","Slovakia",0.000000000,""
"West Nile virus infection","All cases","Reported cases","N","2009-03","UK","United Kingdom",0.000000000,""
